WeekOfMonth,WeekOfMonthClaimed,Age,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Year,Month,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
2,2,30,0,8948,9,400,3,1995,2,2,18,1,3,2,1,1,0,2,1,5,4,3,2,6,4,1,0,1,0,0,0,2
4,2,36,0,8949,9,400,1,1995,1,5,9,0,1,2,1,1,0,2,1,2,4,3,0,7,5,1,0,0,2,0,0,2
4,1,36,0,8950,1,400,4,1995,1,5,6,1,2,2,1,1,1,0,0,2,4,3,2,6,5,1,0,1,2,0,0,1
1,5,41,0,8951,4,400,1,1995,5,0,17,1,3,5,1,1,0,0,0,1,4,3,1,6,5,1,0,1,1,0,0,1
4,4,29,0,8952,7,400,2,1995,9,4,13,1,3,10,0,1,0,2,1,1,4,3,3,6,4,1,0,1,0,0,0,2
3,3,32,0,8953,11,400,1,1995,0,2,17,1,2,0,1,0,0,0,0,1,4,3,2,4,4,1,0,1,2,0,0,1
1,2,78,0,8954,4,400,4,1995,1,4,9,1,1,1,1,1,0,2,1,1,4,3,2,7,8,1,0,1,0,0,0,2
1,2,32,0,8955,8,400,4,1995,1,6,9,0,3,1,1,0,0,0,0,2,4,3,2,6,4,1,0,1,3,0,0,1
5,1,26,0,8956,5,400,3,1995,11,4,9,0,0,0,1,1,1,1,0,1,4,3,3,6,4,0,0,1,2,0,0,0
2,3,45,0,8957,7,400,4,1995,1,5,13,1,1,1,1,1,0,2,1,1,4,3,0,6,5,1,0,1,1,0,0,2
3,2,41,0,8958,14,400,2,1995,1,0,13,1,1,2,1,1,1,1,0,1,4,3,1,5,5,1,0,1,3,0,0,0
3,1,36,0,8959,11,400,1,1995,1,0,2,1,2,2,1,1,0,2,1,2,4,3,2,6,5,1,0,1,0,0,0,2
5,2,26,1,8960,10,400,4,1995,11,4,17,1,2,0,1,1,0,1,0,0,0,3,1,3,4,1,0,1,0,0,0,0
4,4,47,0,8961,11,400,4,1995,1,3,0,1,3,1,1,1,1,2,1,1,4,3,0,7,6,1,0,1,1,0,0,2
5,1,65,0,8962,8,400,1,1995,1,0,13,1,2,2,1,1,1,1,0,1,4,3,0,7,7,1,0,1,2,0,0,0
1,2,30,0,8963,14,400,2,1995,2,4,17,1,1,2,1,1,0,2,1,1,4,3,2,5,4,1,0,1,2,0,0,2
5,1,62,1,8964,10,400,1,1995,11,4,6,1,1,0,1,1,0,1,0,1,4,3,0,3,7,1,0,1,0,0,0,0
1,3,33,0,8965,4,400,2,1995,2,5,13,0,4,2,0,0,0,2,1,1,4,3,2,6,4,1,0,1,0,0,0,2
4,4,0,0,8966,2,400,1,1995,2,0,6,1,2,2,1,0,0,1,0,5,4,3,3,0,0,1,0,1,0,0,0,0
1,3,28,0,8967,1,400,1,1995,3,5,2,1,1,3,1,0,0,0,0,2,4,3,0,5,4,1,0,1,0,0,0,1
5,1,40,0,8968,4,400,4,1995,11,4,9,0,2,0,1,1,1,0,0,1,4,3,1,6,5,1,0,1,3,3,1,1
2,3,41,0,8969,6,400,4,1995,3,1,13,0,1,3,0,0,0,0,0,1,4,3,1,6,5,1,0,1,0,0,0,1
3,3,60,0,8970,10,400,3,1995,3,3,5,1,1,3,1,1,0,1,0,3,4,3,2,7,7,1,0,1,0,0,0,0
2,2,64,0,8971,9,400,4,1995,6,1,2,1,1,5,1,1,1,2,1,2,4,3,2,7,7,1,0,1,0,0,0,2
1,3,39,0,8972,2,400,3,1995,6,6,17,1,2,5,1,1,1,1,0,1,4,3,1,7,5,1,0,1,0,0,0,0
2,2,31,0,8973,12,400,2,1995,6,3,17,1,4,5,0,1,1,2,1,1,4,3,3,5,4,1,0,1,1,0,0,2
2,3,26,0,8974,2,400,4,1995,5,1,17,0,1,6,1,0,1,0,0,2,4,3,3,5,4,1,0,1,0,0,0,1
2,2,30,0,8975,16,400,4,1995,5,6,9,1,0,6,1,0,1,4,1,5,4,3,0,5,4,1,0,1,1,0,0,1
4,5,30,0,8976,10,400,1,1995,8,5,2,1,2,8,1,1,0,1,0,5,4,3,3,4,4,1,0,1,1,0,0,0
5,1,63,0,8977,6,500,2,1995,0,0,2,1,2,1,1,1,0,2,1,1,4,3,2,6,7,1,0,1,0,2,0,2
1,1,50,0,8978,1,400,3,1995,1,3,9,1,3,1,1,1,1,0,0,2,4,3,1,6,6,1,0,1,3,0,0,1
5,3,59,0,8979,14,400,1,1995,11,4,13,1,2,0,1,1,1,1,0,1,4,3,1,7,7,1,0,1,0,0,0,0
3,3,39,0,8980,6,400,2,1995,1,2,6,1,0,1,1,1,0,0,0,1,4,3,0,7,5,1,0,1,0,0,2,1
5,1,63,0,8981,11,400,4,1995,11,4,6,1,3,0,1,1,1,4,1,5,4,3,0,7,7,1,0,1,0,0,0,1
4,1,40,0,8982,14,400,4,1995,1,5,2,1,4,2,1,1,0,2,1,2,4,3,3,6,5,1,0,1,3,0,0,2
4,1,52,0,8983,5,400,4,1995,1,6,17,0,0,2,1,1,0,2,1,1,4,3,3,6,6,1,0,1,0,0,0,2
5,5,31,0,8984,11,400,2,1995,1,1,13,1,1,1,1,1,0,2,1,1,4,3,2,5,4,1,0,1,2,0,0,2
1,1,36,0,8985,10,400,4,1995,2,2,2,1,4,2,1,1,0,7,2,5,4,3,3,4,5,1,0,1,1,0,0,1
1,1,30,0,8986,14,400,2,1995,2,4,17,1,4,2,1,0,0,2,1,2,4,3,1,4,4,1,0,1,0,0,0,2
1,1,30,0,8987,1,400,1,1995,2,5,9,1,0,2,0,0,1,0,0,1,4,3,2,5,4,1,0,1,1,0,0,1
2,3,39,0,8988,1,400,4,1995,2,6,17,1,1,2,1,1,0,0,0,1,4,3,0,6,5,1,0,1,3,0,0,1
3,4,47,0,8989,16,400,4,1995,2,6,9,1,2,2,1,1,1,1,0,1,4,3,0,6,6,1,0,1,1,3,1,0
2,2,55,0,8990,8,400,4,1995,3,5,9,1,0,3,1,1,1,1,0,1,4,3,2,7,6,1,0,1,3,0,0,0
3,3,53,0,8991,10,700,2,1995,4,6,6,0,0,4,1,1,0,2,1,1,4,3,2,7,6,0,0,1,0,0,0,2
3,3,55,0,8992,7,400,4,1995,6,3,17,1,5,5,0,1,1,1,0,1,4,3,2,5,6,1,0,1,2,0,0,0
4,4,40,0,8993,10,400,2,1995,6,4,5,0,0,5,1,0,0,2,1,2,4,3,1,7,5,1,0,1,1,0,0,2
4,1,43,0,8994,9,400,2,1995,6,0,17,1,0,6,1,1,1,0,0,5,4,3,1,7,5,1,0,1,0,0,0,1
4,1,32,0,8995,2,400,3,1995,6,0,9,1,3,6,1,1,0,0,0,2,4,3,0,5,4,1,0,1,0,0,0,1
5,1,38,0,8996,5,400,4,1995,6,3,2,1,1,6,0,1,0,0,0,2,4,3,2,6,5,1,0,1,3,0,0,1
1,2,36,0,8997,5,400,4,1995,5,5,6,1,0,6,1,0,0,2,1,1,4,3,3,5,5,1,0,0,0,0,0,2
1,1,44,0,8998,12,400,3,1995,5,5,6,1,0,6,1,1,0,1,0,2,4,3,3,3,5,1,0,1,3,0,0,0
5,1,27,0,8999,13,400,4,1995,9,1,13,1,4,10,1,1,0,1,0,1,4,3,1,6,4,1,0,1,1,0,0,0
3,3,28,0,9000,1,400,2,1995,10,0,9,1,0,10,0,1,1,0,0,1,4,3,0,6,4,1,0,1,0,0,0,1
5,1,45,0,9001,15,400,4,1995,9,1,17,0,4,10,1,1,1,0,0,1,4,3,0,5,5,1,0,1,3,0,0,1
5,3,40,0,9002,12,400,3,1995,9,6,9,1,2,10,1,1,0,0,0,1,4,3,2,7,5,1,0,1,0,0,0,1
4,1,28,0,9003,8,400,1,1995,9,4,17,1,0,10,1,0,1,2,1,1,4,3,1,5,4,1,0,1,0,0,0,2
5,1,30,0,9004,15,400,2,1995,5,0,2,1,1,7,0,1,0,2,1,1,4,3,0,4,4,1,0,1,0,0,0,2
3,3,48,0,9005,9,400,1,1995,5,0,9,1,1,6,1,1,1,1,0,0,4,3,0,7,6,1,0,1,1,0,0,0
3,3,61,0,9006,10,400,1,1995,5,0,13,1,1,6,1,1,0,1,0,1,4,3,1,7,7,1,0,1,3,0,0,0
5,1,34,1,9007,12,400,2,1995,11,5,13,0,2,0,1,1,0,0,0,1,4,3,2,4,4,1,0,1,1,0,0,1
1,3,26,0,9008,13,400,1,1995,5,2,13,1,2,6,1,1,0,0,0,1,4,3,0,4,4,1,0,1,0,0,0,1
5,2,51,0,9009,16,400,2,1995,11,5,6,1,1,0,1,1,1,0,0,2,4,3,0,7,6,1,0,1,0,0,0,1
4,3,55,0,9010,16,400,2,1995,6,5,2,1,1,6,1,0,0,6,2,5,4,3,2,6,6,1,0,1,3,1,1,0
4,4,55,0,9011,7,400,4,1995,6,4,9,1,4,5,1,1,0,2,1,1,4,3,0,7,6,1,0,1,2,0,0,2
3,3,38,0,9012,16,400,2,1995,6,1,13,0,1,5,1,1,1,2,1,1,4,3,2,7,5,1,0,1,1,0,0,2
4,4,56,0,9013,5,400,1,1995,6,2,13,1,3,5,1,1,0,2,1,1,4,3,0,7,7,1,0,1,0,0,0,2
3,3,34,0,9014,8,400,4,1995,6,6,6,1,0,5,1,0,1,0,0,1,4,3,1,5,4,1,0,1,0,0,0,1
1,2,34,0,9015,15,400,1,1995,6,0,17,1,2,5,1,1,0,0,0,1,4,3,2,6,4,1,0,1,0,0,0,1
4,3,29,0,9016,4,400,2,1995,4,5,13,1,0,5,1,1,0,0,0,1,4,3,1,4,4,1,0,1,2,0,0,1
3,3,48,0,9017,10,400,2,1995,4,2,6,1,4,6,0,0,0,4,1,5,4,3,0,7,6,1,0,1,0,0,0,1
2,3,42,0,9018,15,400,2,1995,4,4,17,1,2,4,1,1,1,1,0,0,4,3,0,5,5,1,0,1,0,0,0,0
2,3,28,0,9019,13,400,4,1995,4,6,9,1,0,4,1,1,0,0,0,3,4,3,2,5,4,1,0,1,2,0,0,1
1,2,26,0,9020,4,400,1,1995,4,4,9,1,0,4,1,1,0,0,0,1,4,3,0,5,4,1,0,1,0,0,0,1
1,1,33,0,9021,13,400,3,1995,3,6,17,1,0,3,1,1,0,0,0,1,4,3,1,6,4,1,0,1,0,0,2,1
1,1,30,0,9022,9,400,3,1995,3,0,9,1,3,3,1,1,0,0,0,1,4,3,1,5,4,1,0,1,2,0,0,1
4,4,25,0,9023,11,400,2,1995,2,2,17,1,3,2,0,0,0,0,0,1,4,3,2,4,3,1,0,1,0,0,0,1
4,4,33,0,9024,15,400,1,1995,2,1,17,1,2,2,1,0,0,2,1,2,4,3,3,6,4,1,0,1,3,0,0,2
3,3,56,0,9025,5,400,1,1995,2,6,17,1,0,2,1,1,0,2,1,2,4,3,2,7,7,1,0,1,0,0,0,2
3,5,30,0,9026,15,400,4,1995,2,4,9,1,2,2,1,1,0,0,0,1,4,3,3,5,4,1,0,1,1,0,0,1
3,3,40,0,9027,10,400,1,1995,2,1,13,1,2,2,1,0,0,2,1,1,4,3,2,6,5,1,0,1,0,0,0,2
3,3,47,0,9028,4,500,4,1995,2,2,17,1,4,2,1,1,0,1,0,1,4,3,0,7,6,1,0,1,0,2,0,0
2,2,34,0,9029,1,400,1,1995,2,6,13,1,0,2,1,0,0,2,1,2,4,3,3,5,4,1,0,1,3,0,0,2
1,3,42,0,9030,12,400,1,1995,0,6,17,1,0,0,0,2,1,0,0,1,4,3,1,4,5,1,0,1,0,0,0,1
2,2,40,0,9031,4,400,2,1995,2,4,13,1,0,2,0,0,0,2,1,1,4,3,2,6,5,1,0,1,3,3,1,2
2,2,45,0,9032,9,400,4,1995,2,2,6,1,4,2,1,0,1,1,0,1,4,3,0,6,5,1,0,1,0,0,0,0
1,1,29,0,9033,16,400,4,1995,2,4,9,1,4,2,1,1,1,0,0,1,4,3,1,5,4,1,0,1,0,0,0,1
1,1,30,0,9034,6,400,4,1995,2,5,13,1,0,2,1,0,0,0,0,2,4,3,2,6,4,1,0,1,0,0,0,1
1,4,47,0,9035,5,400,2,1995,2,2,6,1,4,2,1,1,1,4,1,5,4,3,1,7,6,1,0,1,1,0,0,1
1,2,36,0,9036,2,400,3,1995,2,3,5,1,1,2,1,1,0,1,0,1,4,3,1,6,5,1,0,1,1,0,0,0
5,1,39,0,9037,6,400,3,1995,1,1,2,1,2,2,1,1,1,0,0,2,4,3,2,6,5,1,0,1,0,0,0,1
1,1,22,1,9038,8,400,1,1995,0,6,6,1,0,0,1,0,0,4,1,5,4,3,0,4,3,1,0,1,0,0,0,1
4,4,39,0,9039,10,400,1,1995,1,0,18,1,4,5,1,1,0,1,0,1,4,3,0,6,5,1,0,1,0,0,0,0
3,1,31,0,9040,16,400,2,1995,1,6,13,1,3,2,0,1,0,2,1,1,4,3,0,5,4,1,0,1,0,0,0,2
1,2,28,0,9041,10,400,4,1995,1,2,9,1,2,1,1,1,1,4,1,5,4,3,1,4,4,1,0,1,0,0,0,1
4,4,35,0,9042,16,400,2,1995,9,6,3,1,2,10,1,0,0,0,0,1,4,3,0,6,4,1,0,1,0,0,0,1
3,4,38,0,9043,7,400,3,1995,9,3,6,1,2,9,1,1,1,2,1,1,4,3,2,6,5,1,0,1,3,0,0,2
1,1,51,0,9044,2,400,3,1995,0,0,2,1,2,0,1,1,1,1,0,5,4,3,2,7,6,1,0,1,1,0,0,0
2,2,32,0,9045,16,400,4,1995,9,1,17,1,1,9,1,0,0,0,0,1,4,3,2,4,4,1,0,1,0,0,0,1
1,1,35,0,9046,1,400,4,1995,9,0,2,1,2,9,1,1,1,2,1,1,4,3,2,5,4,1,0,1,0,0,0,2
2,3,22,0,9047,11,400,1,1995,8,0,6,1,2,8,1,0,0,0,0,1,4,3,2,4,3,1,0,1,0,0,0,1
3,3,30,0,9048,16,400,4,1995,7,3,9,1,4,7,1,1,1,0,0,1,4,3,1,4,4,1,0,1,2,0,0,1
3,3,38,0,9049,8,400,2,1995,7,3,6,1,5,9,1,1,0,2,1,2,4,3,1,7,5,1,0,0,3,0,0,2
5,1,36,0,9050,15,400,3,1995,5,4,17,1,4,7,1,0,0,0,0,1,4,3,0,6,5,1,0,1,0,0,0,1
1,1,29,1,9051,14,400,3,1995,0,0,6,1,3,1,0,1,0,0,0,5,4,3,2,4,4,0,0,1,3,0,0,1
1,1,47,0,9052,7,400,4,1995,5,4,9,1,4,6,1,1,0,2,1,1,4,3,0,7,6,1,0,1,0,3,1,2
5,1,47,0,9053,3,700,1,1995,6,3,13,1,4,6,1,0,0,1,0,2,4,3,2,7,6,1,0,1,0,0,0,0
2,5,54,0,9054,9,400,2,1995,6,5,11,1,3,5,1,1,0,0,0,1,4,3,1,7,6,1,0,1,0,0,0,1
2,2,26,0,9055,6,400,2,1995,6,4,9,1,4,5,1,1,0,0,0,2,4,3,2,6,4,1,0,1,3,0,0,1
1,1,43,1,9056,6,400,2,1995,0,0,13,1,1,0,0,1,0,1,0,0,4,3,0,7,5,1,0,1,3,0,0,0
3,3,42,0,9057,5,400,2,1995,4,5,6,1,0,4,1,1,0,2,1,1,4,3,2,6,5,1,0,1,3,0,0,2
2,2,39,0,9058,13,400,4,1995,4,1,17,1,4,4,1,1,0,2,1,1,4,3,2,6,5,1,0,1,1,0,0,2
3,3,31,0,9059,1,400,3,1995,3,1,17,1,1,3,1,0,0,2,1,1,4,3,3,6,4,1,0,1,0,0,0,2
3,1,29,0,9060,4,400,3,1995,3,2,17,0,6,4,1,0,0,2,1,1,4,3,3,6,4,1,0,1,2,0,0,2
2,2,59,0,9061,1,400,3,1995,3,2,6,0,2,3,1,1,1,2,1,1,4,3,0,6,7,1,0,1,2,0,0,2
2,2,38,0,9062,15,400,1,1995,3,5,3,1,0,3,1,1,0,0,0,2,4,3,1,7,5,1,0,1,0,0,2,1
2,2,42,0,9063,5,400,3,1995,3,4,17,1,0,3,1,1,1,0,0,0,4,3,0,6,5,1,0,1,1,0,0,1
1,1,34,0,9064,9,400,4,1995,3,0,18,1,0,3,1,1,0,2,1,5,4,3,3,6,4,1,0,1,3,0,0,2
1,2,28,0,9065,10,400,1,1995,0,0,9,0,1,0,1,0,1,4,1,5,4,3,1,4,4,1,0,1,0,0,0,1
4,4,40,0,9066,6,400,4,1995,2,2,13,1,3,2,1,0,0,2,1,0,4,3,1,6,5,1,0,1,1,0,0,2
3,4,34,0,9067,1,400,3,1995,2,6,13,1,0,2,1,1,1,0,0,1,4,3,1,5,4,1,0,1,1,0,0,1
2,2,35,0,9068,12,400,2,1995,2,1,6,1,2,2,0,1,0,1,0,1,4,3,0,4,4,1,0,1,3,0,0,0
1,2,32,0,9069,10,400,4,1995,2,4,2,1,3,2,1,1,1,0,0,2,4,3,1,5,4,1,0,1,3,0,0,1
1,3,0,0,9070,7,400,1,1995,2,2,6,1,0,2,1,0,0,2,1,5,4,3,2,0,0,1,0,1,0,0,0,2
1,2,47,1,9071,12,400,1,1995,0,1,17,1,1,0,1,0,0,0,0,1,4,3,0,7,6,1,0,1,0,0,0,1
4,2,42,0,9072,16,400,1,1995,1,5,17,1,3,3,1,1,0,0,0,1,4,3,0,6,5,1,0,1,3,0,0,1
4,5,32,0,9073,10,400,4,1995,1,4,6,1,0,1,1,1,0,0,0,1,4,3,2,5,4,1,0,1,0,3,1,1
4,1,27,0,9074,14,400,1,1995,1,3,13,1,1,2,1,0,1,1,0,1,4,3,2,5,4,1,0,1,3,0,0,0
3,3,36,0,9075,15,400,2,1995,1,0,5,1,1,1,1,0,0,0,0,3,4,3,0,7,5,1,0,1,3,0,0,1
2,3,54,0,9076,6,400,3,1995,1,4,9,1,0,1,0,1,0,0,0,2,4,3,0,6,6,1,0,1,1,0,0,1
2,2,47,0,9077,10,400,2,1995,1,3,9,1,3,1,1,1,0,2,1,5,4,3,2,7,6,1,0,1,2,0,0,2
1,3,47,0,9078,4,400,4,1995,1,5,17,1,0,1,1,1,0,2,1,2,4,3,3,7,6,1,0,1,1,0,0,2
1,2,45,0,9079,9,500,4,1995,1,4,9,1,2,1,1,1,0,2,1,1,4,3,2,6,5,1,0,1,1,2,0,2
1,2,48,0,9080,16,400,4,1995,1,4,13,1,0,1,1,1,1,1,0,5,4,3,2,6,6,1,0,1,3,0,0,0
1,3,62,0,9081,12,400,4,1995,0,1,2,1,0,3,1,1,1,2,1,1,4,3,3,5,7,1,0,1,0,0,0,2
4,1,23,0,9082,7,400,2,1995,11,3,13,1,1,0,1,0,0,2,1,1,4,3,3,3,3,1,0,1,0,0,0,2
1,1,38,0,9083,7,400,3,1995,0,2,11,0,3,0,1,1,1,0,0,1,4,3,0,6,5,1,0,1,2,0,0,1
3,3,61,0,9084,14,700,1,1995,5,4,13,1,0,6,1,1,1,1,0,1,4,3,2,7,7,1,0,1,3,0,0,0
1,3,31,0,9085,14,400,3,1995,3,0,6,1,4,3,0,0,1,4,1,5,4,3,0,4,4,1,0,1,0,0,0,1
2,4,39,0,9086,10,400,3,1995,5,4,17,1,0,6,1,1,0,0,0,0,4,3,1,4,5,1,0,1,0,0,0,1
3,3,75,0,9087,2,400,4,1995,6,1,9,1,1,5,1,1,0,2,1,1,4,3,2,7,8,1,0,1,3,0,0,2
1,3,28,1,9088,9,400,3,1995,0,2,9,1,2,0,0,0,0,1,0,1,4,3,0,6,4,1,0,1,0,0,0,0
4,4,49,0,9089,13,400,4,1995,7,6,2,0,0,7,1,1,0,1,0,5,4,3,0,7,6,1,0,1,0,0,0,0
1,2,29,0,9090,2,400,1,1995,10,3,6,1,0,10,1,1,0,2,1,1,4,3,2,5,4,1,0,1,1,0,0,2
1,1,55,0,9091,8,400,1,1995,11,3,9,0,3,11,0,1,1,1,0,1,4,3,1,7,6,1,0,1,0,0,0,0
1,2,30,0,9092,12,400,4,1995,10,4,17,1,0,10,1,1,0,0,0,1,4,3,1,5,4,1,0,1,0,0,0,1
2,4,55,0,9093,15,400,3,1995,7,6,2,1,3,7,1,1,0,7,2,5,4,3,1,5,6,1,0,1,1,0,0,1
2,4,37,0,9094,13,400,1,1995,7,5,6,1,3,7,1,1,0,1,0,0,4,3,0,7,5,1,0,1,0,3,1,0
3,3,30,0,9095,12,400,3,1995,5,1,17,1,2,6,1,1,0,0,0,2,4,3,2,5,4,1,0,1,3,0,0,1
1,1,18,0,9096,14,400,1,1995,0,2,6,0,3,0,1,0,1,4,1,5,4,3,2,4,2,1,0,1,1,0,0,1
4,4,24,0,9097,6,400,1,1995,7,2,17,1,3,7,1,0,0,1,0,2,4,3,2,2,3,1,0,1,1,0,0,0
2,3,46,0,9098,1,400,1,1995,10,0,13,1,3,10,1,0,0,6,2,5,4,3,3,6,6,1,0,1,2,0,0,0
1,3,62,0,9099,13,400,4,1995,6,3,6,1,1,5,1,1,0,0,0,2,4,3,2,7,7,1,0,1,0,0,0,1
4,4,41,0,9100,5,400,4,1995,4,1,6,1,1,4,1,1,0,2,1,1,4,3,2,6,5,1,0,1,2,0,0,2
4,1,18,0,9101,10,400,2,1995,5,6,17,1,0,7,1,0,0,0,0,1,4,3,1,1,2,1,0,1,3,1,0,1
4,4,34,0,9102,5,400,3,1995,6,0,13,1,0,5,1,1,0,2,1,1,4,3,2,5,4,1,0,1,1,0,0,2
5,1,35,0,9103,9,400,4,1995,5,5,2,1,0,7,1,0,1,2,1,1,4,3,3,5,4,1,0,1,3,0,2,2
3,4,32,0,9104,7,400,3,1995,10,5,13,1,1,10,1,1,0,1,0,1,4,3,0,6,4,1,0,1,1,0,0,0
3,3,61,0,9105,2,400,3,1995,10,1,6,1,2,10,1,1,0,0,0,1,4,3,1,7,7,1,0,1,0,0,0,1
2,2,35,0,9106,13,400,2,1995,10,0,13,1,1,10,0,0,0,0,0,2,4,3,0,5,4,1,0,1,3,0,0,1
1,4,29,1,9107,5,400,1,1995,0,3,6,1,1,0,1,1,0,1,0,1,4,3,1,6,4,1,0,1,3,0,0,0
4,4,44,0,9108,2,400,2,1995,10,1,17,1,2,10,0,1,0,2,1,1,4,3,2,4,5,1,0,1,0,0,0,2
4,5,54,0,9109,13,400,4,1995,2,6,17,1,4,2,1,1,0,2,1,2,4,3,0,7,6,1,0,1,2,0,0,2
3,4,63,0,9110,2,400,4,1995,4,1,17,1,4,4,1,1,0,0,0,1,4,3,1,7,7,1,0,1,3,0,0,1
1,2,29,1,9111,7,400,1,1995,0,3,17,0,3,0,1,1,0,1,0,0,4,3,0,4,4,1,0,1,0,0,0,0
4,4,0,0,9112,8,400,1,1995,3,2,6,1,3,3,1,0,0,2,1,5,4,3,3,0,0,1,0,1,0,0,0,2
2,2,33,0,9113,1,400,4,1995,7,0,9,1,3,7,0,0,0,2,1,1,4,3,3,4,4,1,0,1,0,0,0,2
4,4,47,0,9114,8,400,2,1995,10,0,2,1,0,10,1,1,1,0,0,1,4,3,2,6,6,1,0,1,0,0,0,1
3,3,33,0,9115,6,400,3,1995,4,0,17,1,1,4,1,1,1,6,2,5,4,3,0,5,4,1,0,1,0,3,1,0
1,1,57,0,9116,1,400,2,1995,4,2,2,1,3,4,1,1,1,1,0,2,4,3,1,7,7,1,0,1,0,0,0,0
3,3,55,0,9117,2,400,4,1995,5,1,13,1,1,6,1,1,1,1,0,1,4,3,2,7,6,1,0,1,3,0,0,0
1,2,34,0,9118,13,400,2,1995,5,1,9,1,0,6,1,0,0,2,1,1,4,3,2,4,4,1,0,1,3,0,0,2
3,3,53,0,9119,11,400,2,1995,8,3,6,1,0,8,1,1,0,1,0,1,4,3,1,6,6,1,0,1,2,0,0,0
5,5,35,0,9120,11,400,2,1995,9,0,17,1,0,9,0,0,0,2,1,1,4,3,0,5,4,1,0,1,3,0,0,2
1,2,30,0,9121,5,400,2,1995,0,4,6,1,0,0,1,0,1,1,0,1,4,3,2,5,4,1,0,1,3,0,0,0
4,4,51,0,9122,14,400,3,1995,8,1,18,1,1,8,1,0,0,0,0,4,4,3,2,7,6,1,0,0,3,0,0,1
4,1,27,0,9123,15,400,3,1995,8,0,6,1,3,9,1,1,1,2,1,1,4,3,3,5,4,1,0,1,0,0,0,2
3,5,41,0,9124,3,400,3,1995,9,4,17,0,0,9,1,1,1,1,0,1,4,3,2,6,5,1,0,1,3,0,0,0
2,2,49,0,9125,6,400,4,1995,5,1,17,1,2,6,0,1,1,1,0,0,4,3,0,6,6,1,0,1,0,0,0,0
3,3,33,0,9126,5,400,2,1995,9,6,6,1,4,10,1,0,1,0,0,1,4,3,3,6,4,1,0,1,1,0,0,1
2,2,32,0,9127,8,400,3,1995,9,1,6,1,4,9,1,1,0,0,0,1,4,3,0,6,4,1,0,1,0,0,0,1
2,2,40,1,9128,4,400,3,1995,0,5,9,1,0,0,1,1,0,1,0,3,4,3,2,7,5,1,0,1,0,0,0,0
4,1,24,0,9129,7,400,2,1995,11,0,13,1,5,0,1,0,0,1,0,1,4,3,0,4,3,1,0,1,0,0,0,0
1,2,21,0,9130,15,400,1,1995,9,5,18,1,1,9,0,0,1,0,0,5,4,3,2,4,3,1,0,1,0,2,0,1
3,3,53,0,9131,14,400,2,1995,0,5,17,1,4,0,0,1,0,1,0,1,4,3,1,6,6,1,0,1,0,0,0,0
2,2,29,0,9132,4,400,4,1995,1,1,6,1,2,2,1,1,0,1,0,0,4,3,0,6,4,1,0,1,0,0,0,0
2,2,51,0,9133,9,400,4,1995,10,2,11,1,1,11,1,1,0,0,0,1,4,3,0,5,6,1,0,1,0,0,0,1
2,2,54,0,9134,11,400,3,1995,10,2,2,1,4,10,1,1,0,0,0,2,4,3,1,7,6,1,0,1,0,0,0,1
2,3,34,0,9135,15,400,4,1995,0,5,6,1,1,0,1,0,1,1,0,1,4,3,1,5,4,1,0,1,3,0,0,0
2,2,75,0,9136,5,400,2,1995,2,1,13,1,1,2,1,1,0,0,0,1,4,3,2,7,8,1,0,1,0,3,1,1
1,2,45,0,9137,6,400,3,1995,2,0,6,1,3,2,1,1,0,1,0,1,4,3,2,6,5,1,0,1,0,0,0,0
2,2,45,1,9138,10,400,2,1995,0,5,15,1,1,0,1,1,0,0,0,3,4,3,3,7,5,1,0,1,1,0,0,1
4,5,39,0,9139,1,400,3,1995,0,0,17,1,1,0,1,1,1,1,0,1,4,3,2,6,5,1,0,1,3,0,0,0
4,4,47,0,9140,11,400,1,1995,1,1,17,0,1,1,1,1,1,1,0,1,4,3,2,7,6,1,1,1,2,0,0,0
2,2,49,1,9141,1,400,4,1995,0,5,17,1,4,0,1,1,0,0,0,1,4,3,0,5,6,1,0,1,0,0,0,1
5,1,33,0,9142,6,400,1,1995,0,4,9,1,1,1,1,1,0,0,0,1,4,3,2,6,4,1,0,1,0,0,0,1
2,3,64,1,9143,2,400,3,1995,0,5,0,1,3,0,1,1,0,0,0,3,4,3,0,7,7,1,0,1,0,0,0,1
2,3,38,1,9144,3,400,1,1995,0,5,6,1,2,0,1,1,0,0,0,1,4,3,2,7,5,1,0,1,2,0,2,1
4,4,40,0,9145,16,400,3,1995,10,2,6,1,2,10,1,1,0,0,0,2,4,3,2,7,5,1,0,1,3,0,0,1
2,3,30,0,9146,11,400,3,1995,5,2,6,1,0,6,1,1,1,0,0,2,4,3,0,5,4,1,0,1,0,0,0,1
3,4,29,0,9147,10,400,4,1995,9,3,9,1,1,9,1,1,0,0,0,2,4,3,0,5,4,1,0,1,3,0,0,1
1,2,24,0,9148,10,400,2,1995,9,4,17,1,0,9,0,0,1,2,1,0,4,3,0,3,3,1,0,1,0,0,0,2
2,3,30,0,9149,6,400,4,1995,6,5,17,1,2,5,1,1,0,2,1,2,4,3,1,6,4,1,0,1,3,0,0,2
